id,name,category,tid,info_tid,subtitle_tid,build_cost,hit_points,width,height,build_time_d,build_time_h,build_time_m,build_time_s,requier_town_hall_level,max_stored_resource,produces_resource,resource_per_hour,resource_max,unit_space,unit_production,unit_upgrades,regen_time,defense_value,attack_range,attack_speed,damage,air_targets,ground_targets,min_attack_range,damage_radius,damage_spread,push_back,creates_artifacts,artifact_type,artifact_capacity,deepsea_resource_reward,deepsea_common_artifact_chance,deepsea_rare_artifact_chance,deepsea_epic_artifact_chance,deepsea_random_factor,deepsea_price,is_map_room,starting_energy,max_energy,energy_gain,is_vault,is_hero_house,landing_boats,can_not_move,is_global_building,explorable_regions,reload_time,shots_before_reload,resource_protection_percent,damage_over_five_seconds,counters_armored,xp_gain,swf,export_name,export_name_npc,export_name_construction,model_name,texture_name,mesh_name,width,height,icon,export_name_build_anim,destroy_effect,attack_effect,attack_effect2,hit_effect,projectile,export_name_damaged,export_name_base,export_name_base_npc,pickup_effect,placing_effect,defender_character,defender_count,defender_z,export_name_tiggered,miss_effect,building_ready_effect,export_name_boss,proj_skewing,proj_y_scaling
18,HQ,TownHall,TID_BUILDING_PALACE,TID_PALACE_INFO,TID_PALACE_SUBTITLE,"2690000,2220000,1410000",80000,4,4,3,0,0,0,,"0,3000,2000,2000,2000",,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,townhall_lvl3,headquarters_enemy_lvl3,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,npc_fortress_lvl1,,
19,HQ,TownHall,TID_BUILDING_PALACE,TID_PALACE_INFO,TID_PALACE_SUBTITLE,"3300000,3000000,1970000",90000,4,4,3,4,0,0,,"0,3000,2000,2000,2000",,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,townhall_lvl3,headquarters_enemy_lvl3,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,npc_fortress_lvl1,,
20,HQ,TownHall,TID_BUILDING_PALACE,TID_PALACE_INFO,TID_PALACE_SUBTITLE,"3700000,3600000,2830000",100000,4,4,3,12,0,0,,"0,3000,2000,2000,2000",,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,townhall_lvl3,headquarters_enemy_lvl3,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,npc_fortress_lvl1,,
21,Housing,Resource,TID_BUILDING_HOUSING,TID_HOUSING_INFO,TID_HOUSING_SUBTITLE,"150,0,0",1000,2,2,0,0,2,0,1,,Resource1,120,500,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,sc/in-game.sc,housing_lvl1,,gen_build_3,,,,3,3,,gen_construction_3,Building Destroyed Wooden,,,,,gen_destroyed_3,reef_b_base_housing,,Building Pickup,Building Placing,,,,,,Building Ready,,-1,-1
22,Housing,Resource,TID_BUILDING_HOUSING,TID_HOUSING_INFO,TID_HOUSING_SUBTITLE,"350,0,0",1200,2,2,0,0,5,0,1,,,210,1450,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,housing_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
23,Housing,Resource,TID_BUILDING_HOUSING,TID_HOUSING_INFO,TID_HOUSING_SUBTITLE,"1140,0,0",1400,2,2,0,0,45,0,2,,,360,3500,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,housing_lvl3,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
24,Housing,Resource,TID_BUILDING_HOUSING,TID_HOUSING_INFO,TID_HOUSING_SUBTITLE,"3800,0,0",1700,2,2,0,1,45,0,3,,,590,7500,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,housing_lvl4,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
25,Housing,Resource,TID_BUILDING_HOUSING,TID_HOUSING_INFO,TID_HOUSING_SUBTITLE,"7800,0,0",2000,2,2,0,2,15,0,4,,,900,14700,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,housing_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
26,Housing,Resource,TID_BUILDING_HOUSING,TID_HOUSING_INFO,TID_HOUSING_SUBTITLE,"19800,3500,0",2400,2,2,0,3,30,0,6,,,1300,26800,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,housing_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
27,Housing,Resource,TID_BUILDING_HOUSING,TID_HOUSING_INFO,TID_HOUSING_SUBTITLE,"57000,13500,3600",2900,2,2,0,5,0,0,9,,,1800,45000,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,housing_lvl10,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
28,Housing,Resource,TID_BUILDING_HOUSING,TID_HOUSING_INFO,TID_HOUSING_SUBTITLE,"227000,136000,39000",3500,2,2,0,10,0,0,13,,,2400,70000,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,housing_lvl10,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
29,Housing,Resource,TID_BUILDING_HOUSING,TID_HOUSING_INFO,TID_HOUSING_SUBTITLE,"760000,680000,298000",4200,2,2,1,0,0,0,16,,,3000,100000,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,housing_lvl10,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
30,Housing,Resource,TID_BUILDING_HOUSING,TID_HOUSING_INFO,TID_HOUSING_SUBTITLE,"1480000,1440000,1130000",5000,2,2,1,6,0,0,19,,,3500,130000,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,housing_lvl10,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
31,Woodcutters Hut,Misc,TID_BUILDING_WOODCUTTER,TID_WOODCUTTERS_HUT_INFO,TID_WOODCUTTERS_HUT_SUBTITLE,"50,0,0",1500,4,4,0,0,5,0,1,,Resource2,120,500,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2,sc/in-game.sc,sawmill_lvl1,,gen_build_5,,,,5,5,,gen_construction_5,Building Destroyed Sawmill,,,,,gen_destroyed_5,reef_b_base_woodcutter_1,,Building Pickup,Building Placing,,,,,,Building Ready,,-1,-1
32,Woodcutters Hut,Misc,TID_BUILDING_WOODCUTTER,TID_WOODCUTTERS_HUT_INFO,TID_WOODCUTTERS_HUT_SUBTITLE,"200,0,0",1800,4,4,0,0,5,0,1,,,210,1450,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,sawmill_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
33,Woodcutters Hut,Misc,TID_BUILDING_WOODCUTTER,TID_WOODCUTTERS_HUT_INFO,TID_WOODCUTTERS_HUT_SUBTITLE,"600,0,0",2200,4,4,0,0,30,0,2,,,360,3500,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,sawmill_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
34,Woodcutters Hut,Misc,TID_BUILDING_WOODCUTTER,TID_WOODCUTTERS_HUT_INFO,TID_WOODCUTTERS_HUT_SUBTITLE,"3500,0,0",2600,4,4,0,1,45,0,3,,,580,7500,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,sawmill_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
35,Woodcutters Hut,Misc,TID_BUILDING_WOODCUTTER,TID_WOODCUTTERS_HUT_INFO,TID_WOODCUTTERS_HUT_SUBTITLE,"10000,0,0",3100,4,4,0,2,30,0,5,,,900,14700,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,sawmill_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
36,Woodcutters Hut,Misc,TID_BUILDING_WOODCUTTER,TID_WOODCUTTERS_HUT_INFO,TID_WOODCUTTERS_HUT_SUBTITLE,"0,9300,0",3700,4,4,0,6,0,0,7,,,1320,26800,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,sawmill_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
37,Woodcutters Hut,Misc,TID_BUILDING_WOODCUTTER,TID_WOODCUTTERS_HUT_INFO,TID_WOODCUTTERS_HUT_SUBTITLE,"0,21000,5600",4400,4,4,0,8,0,0,9,,,1800,45000,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,sawmill_lvl7,,,,,,,,,,,,,,,,reef_b_base_woodcutter,,,,,,,,,Building Ready,,,
38,Woodcutters Hut,Misc,TID_BUILDING_WOODCUTTER,TID_WOODCUTTERS_HUT_INFO,TID_WOODCUTTERS_HUT_SUBTITLE,"0,95000,24800",5300,4,4,0,12,0,0,12,,,2400,70000,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,sawmill_lvl7,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
39,Woodcutters Hut,Misc,TID_BUILDING_WOODCUTTER,TID_WOODCUTTERS_HUT_INFO,TID_WOODCUTTERS_HUT_SUBTITLE,"0,410000,149000",6300,4,4,0,20,0,0,15,,,3000,100000,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,sawmill_lvl9,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
40,Woodcutters Hut,Misc,TID_BUILDING_WOODCUTTER,TID_WOODCUTTERS_HUT_INFO,TID_WOODCUTTERS_HUT_SUBTITLE,"0,670000,420000",7500,4,4,1,2,0,0,17,,,3500,130000,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,sawmill_lvl9,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
41,Stone Quarry,Resource,TID_BUILDING_STONE_QUARRY,TID_STONE_QUARRY_INFO,TID_STONE_QUARRY_SUBTITLE,"9800,0,0",1500,4,4,0,1,15,0,7,,Resource3,120,500,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,11,sc/in-game.sc,stone_quarry_lvl1,,gen_build_5,,,,5,5,,gen_construction_5,Building Destroyed Stone,,,,,gen_destroyed_5,reef_b_base_quarry,,Building Pickup,Building Placing,,,,,,Building Ready,,-1,-1
42,Stone Quarry,Resource,TID_BUILDING_STONE_QUARRY,TID_STONE_QUARRY_INFO,TID_STONE_QUARRY_SUBTITLE,"20300,0,0",1800,4,4,0,3,30,0,8,,,210,1450,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,stone_quarry_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
43,Stone Quarry,Resource,TID_BUILDING_STONE_QUARRY,TID_STONE_QUARRY_INFO,TID_STONE_QUARRY_SUBTITLE,"31500,0,2000",2200,4,4,0,6,0,0,9,,,360,3500,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,stone_quarry_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
44,Stone Quarry,Resource,TID_BUILDING_STONE_QUARRY,TID_STONE_QUARRY_INFO,TID_STONE_QUARRY_SUBTITLE,"59000,0,4800",2600,4,4,0,7,0,0,10,,,580,7500,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,stone_quarry_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
45,Stone Quarry,Resource,TID_BUILDING_STONE_QUARRY,TID_STONE_QUARRY_INFO,TID_STONE_QUARRY_SUBTITLE,"80000,0,8400",3100,4,4,0,8,0,0,11,,,900,14700,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,stone_quarry_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
46,Stone Quarry,Resource,TID_BUILDING_STONE_QUARRY,TID_STONE_QUARRY_INFO,TID_STONE_QUARRY_SUBTITLE,"121000,0,14900",3700,4,4,0,8,0,0,12,,,1320,26800,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,stone_quarry_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
47,Stone Quarry,Resource,TID_BUILDING_STONE_QUARRY,TID_STONE_QUARRY_INFO,TID_STONE_QUARRY_SUBTITLE,"170000,0,29100",4400,4,4,0,12,0,0,13,,,1800,45000,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,stone_quarry_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
48,Stone Quarry,Resource,TID_BUILDING_STONE_QUARRY,TID_STONE_QUARRY_INFO,TID_STONE_QUARRY_SUBTITLE,"236000,0,57000",5300,4,4,0,14,0,0,14,,,2400,70000,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,stone_quarry_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
49,Stone Quarry,Resource,TID_BUILDING_STONE_QUARRY,TID_STONE_QUARRY_INFO,TID_STONE_QUARRY_SUBTITLE,"570000,0,223000",6300,4,4,0,20,0,0,16,,,3000,100000,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,stone_quarry_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
50,Stone Quarry,Resource,TID_BUILDING_STONE_QUARRY,TID_STONE_QUARRY_INFO,TID_STONE_QUARRY_SUBTITLE,"990000,0,590000",7500,4,4,1,4,0,0,18,,,3500,130000,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,stone_quarry_lvl10,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
51,Metal Mine,Resource,TID_BUILDING_METAL_MINE,TID_METAL_MINE_INFO,TID_METAL_MINE_SUBTITLE,"39000,9900,0",1500,4,4,0,4,0,0,10,,Resource4,120,500,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,20,sc/in-game.sc,metal_mine_lvl1,,gen_build_5,,,,5,5,,gen_construction_5,Building Destroyed Metal,,,,,gen_destroyed_5,reef_b_base_mine,,Building Pickup,Building Placing,,,,,,Building Ready,,-1,-1
52,Metal Mine,Resource,TID_BUILDING_METAL_MINE,TID_METAL_MINE_INFO,TID_METAL_MINE_SUBTITLE,"126000,33000,0",1800,4,4,0,7,0,0,11,,,210,1450,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,metal_mine_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
53,Metal Mine,Resource,TID_BUILDING_METAL_MINE,TID_METAL_MINE_INFO,TID_METAL_MINE_SUBTITLE,"126000,63000,0",2200,4,4,0,10,0,0,12,,,360,3500,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,metal_mine_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
54,Metal Mine,Resource,TID_BUILDING_METAL_MINE,TID_METAL_MINE_INFO,TID_METAL_MINE_SUBTITLE,"251000,126000,0",2600,4,4,0,14,0,0,13,,,580,7500,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,metal_mine_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
55,Metal Mine,Resource,TID_BUILDING_METAL_MINE,TID_METAL_MINE_INFO,TID_METAL_MINE_SUBTITLE,"390000,261000,0",3100,4,4,0,18,0,0,14,,,900,14700,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,metal_mine_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
56,Metal Mine,Resource,TID_BUILDING_METAL_MINE,TID_METAL_MINE_INFO,TID_METAL_MINE_SUBTITLE,"810000,540000,0",3700,4,4,0,20,0,0,15,,,1320,26800,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,metal_mine_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
57,Metal Mine,Resource,TID_BUILDING_METAL_MINE,TID_METAL_MINE_INFO,TID_METAL_MINE_SUBTITLE,"1680000,840000,0",4400,4,4,1,0,0,0,16,,,1800,45000,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,metal_mine_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
58,Metal Mine,Resource,TID_BUILDING_METAL_MINE,TID_METAL_MINE_INFO,TID_METAL_MINE_SUBTITLE,"1860000,1860000,0",5300,4,4,1,2,0,0,17,,,2400,70000,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,metal_mine_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
59,Metal Mine,Resource,TID_BUILDING_METAL_MINE,TID_METAL_MINE_INFO,TID_METAL_MINE_SUBTITLE,"1980000,1980000,0",6300,4,4,1,4,0,0,18,,,3000,100000,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,metal_mine_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
60,Metal Mine,Resource,TID_BUILDING_METAL_MINE,TID_METAL_MINE_INFO,TID_METAL_MINE_SUBTITLE,"2100000,2100000,0",7500,4,4,1,10,0,0,19,,,3500,130000,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,metal_mine_lvl10,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
61,Gold Storage,Resource,TID_BUILDING_GOLD_STORAGE,TID_GOLD_STORAGE_INFO,TID_GOLD_STORAGE_SUBTITLE,"130,0,0",1000,2,2,0,0,2,0,1,4000,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,sc/in-game.sc,gold_storage_lvl1,,gen_build_3,,,,3,3,,gen_construction_3,Building Destroyed Blue,,,,,gen_destroyed_3,steam_storage_base,,Building Pickup,Building Placing,,,,,,Building Ready,,-1,-1
62,Gold Storage,Resource,TID_BUILDING_GOLD_STORAGE,TID_GOLD_STORAGE_INFO,TID_GOLD_STORAGE_SUBTITLE,"500,0,0",1200,2,2,0,0,25,0,2,8000,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,gold_storage_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
63,Gold Storage,Resource,TID_BUILDING_GOLD_STORAGE,TID_GOLD_STORAGE_INFO,TID_GOLD_STORAGE_SUBTITLE,"4100,0,0",1400,2,2,0,2,0,0,3,16000,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,gold_storage_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
64,Gold Storage,Resource,TID_BUILDING_GOLD_STORAGE,TID_GOLD_STORAGE_INFO,TID_GOLD_STORAGE_SUBTITLE,"10400,0,0",1700,2,2,0,3,0,0,4,32000,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,gold_storage_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
